KBNRC01:000056857:mpeg21:a0086	1939	Algemeen Handelsblad	LAND VAN BEPROEVING door Edison marshall	artikel	0.9698046181172292	nl	06_Hunt_economical	\N	Landelijk	\N	\N
KBNRC01:000057047:mpeg21:a0153	1939	Algemeen Handelsblad	LAND VAN BEPROEVING door Edison Marshall	artikel	0.9483541430192962	nl	06_Hunt_economical	\N	Landelijk	\N	\N
KBNRC01:000057139:mpeg21:a0139	1939	Algemeen Handelsblad	LAATSTE BERICHTEN	artikel	0.9025291828793774	nl	11_Nobeast	\N	Landelijk	\N	\N
KBNRC01:000057950:mpeg21:a0038	1939	Algemeen Handelsblad	TREILERS TOT ZINKEN GEBRACHT	artikel	0.8518518518518519	nl	11_Nobeast	\N	Landelijk	\N	\N
KBNRC01:000087683:mpeg21:a0041	1938	Algemeen Handelsblad	LUCHTVAART JAARVERSLAG DER K.N.I.L.M.	artikel	0.8950749464668094	nl	11_Nobeast	\N	Landelijk	\N	\N
KBNRC01:000087785:mpeg21:a0090	1939	Algemeen Handelsblad	NATURALIËN-KABINETTEN EN DIERVERZAMELINGEN IN VROEGER TIJD Voordracht van dr H. Engel voor het Kon. Oudheidkundig Genootschap.	artikel	0.9437386569872959	nl	01_Natural_history	\N	Landelijk	\N	\N
KBNRC01:000088576:mpeg21:a0020	1939	Algemeen Handelsblad	Overzicht van de door den oorlog vernietigde wereldtonnage van 4 September tot 1 December in bruto ton.	artikel	0.5501618122977346	nl	11_Nobeast	\N	Landelijk	\N	\N
MMCODA01:000152053:mpeg21:a0032	1923	Nieuwe Apeldoornsche courant	De sterrenhemel in Mei.	artikel	0.8595505617977528	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152100:mpeg21:a0041	1923	Nieuwe Apeldoornsche courant	Do sterrenhemel in Juni.	artikel	0.9080882352941176	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152203:mpeg21:a0038	1924	Nieuwe Apeldoornsche courant	Plaatselijk Nieuws Gemeenteraad.	artikel	0.8425655976676385	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152232:mpeg21:a0039	1924	Nieuwe Apeldoornsche courant	De Sterrenhemel in Februari.	artikel	0.8701754385964913	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152404:mpeg21:a0037	1923	Nieuwe Apeldoornsche courant	De sterrenhemel in November	artikel	0.9303571428571429	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152446:mpeg21:a0045	1923	Nieuwe Apeldoornsche courant	De sterrenhemel in December.	artikel	0.92	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152476:mpeg21:a0118	1923	Nieuwe Apeldoornsche courant	De sterrenhemel in Januari.	artikel	0.875	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152950:mpeg21:a0038	1924	Nieuwe Apeldoornsche courant	De sterrenhemel in April.	artikel	0.9141274238227147	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152977:mpeg21:a0038	1924	Nieuwe Apeldoornsche courant	STERREKAART.	artikel	0.8674698795180723	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000152998:mpeg21:a0030	1924	Nieuwe Apeldoornsche courant	De sterrenhemel in Juli.	artikel	0.9297520661157025	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000153048:mpeg21:a0065	1924	Nieuwe Apeldoornsche courant	De sterrenhemel in Juni	artikel	0.927038626609442	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000153428:mpeg21:a0010	1925	Nieuwe Apeldoornsche courant	Koloniën	artikel	0.8818565400843882	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
MMCODA01:000153741:mpeg21:a0003	1926	Nieuwe Apeldoornsche courant	Buitenland Algemeen Overzicht	artikel	0.9425837320574163	nl	01_Natural_history	\N	Regionaal/lokaal	\N	\N
MMCODA01:000154318:mpeg21:a0044	1924	Nieuwe Apeldoornsche courant	De sterrenhemel in Maart.	artikel	0.9047619047619048	nl	11_Nobeast	\N	Regionaal/lokaal	\N	\N
